0,-155
1,-117
2,-100
3,-426
4,-131
5,-119
6,-185
7,-102
8,-160
9,-101
10,-181
11,-219
12,-275
13,-107
14,-113
15,-340
16,-114
17,-61
18,-168
19,-79
20,-25
21,-110
22,-105
23,-138
24,-36
25,-113
26,-64
27,-75
28,-133
29,-35
30,-120
31,-76
32,-221
33,-150
34,-164
35,-224
36,-116
37,-165
38,-176
39,-64
40,-195
41,-103
42,-113
43,-204
44,-116
45,-191
46,-114
47,-135
48,-106
49,-135
50,-138
51,-181
52,-117
53,-312
54,-160
55,-102
56,-135
57,-187
58,-147
59,-102
60,-232
61,-322
62,-178
63,-71
64,-114
65,-203
66,-150
67,-154
68,-82
69,-100
70,-216
71,-162
72,-293
73,-329
74,-126
75,-177
76,-70
77,-89
78,-166
79,-180
80,-97
81,-128
82,-144
83,-90
84,-206
85,-600
86,-124
87,-74
88,-100
89,-146
90,-92
91,-261
92,-147
93,-141
94,-69
95,-131
96,-92
97,-220
98,-222
99,-193
100,-49
101,-74
102,-46
103,-39
104,-153
105,-43
106,-52
107,-115
108,-102
109,-82
110,-118
111,-142
112,-108
113,-63
114,-87
115,-62
116,-110
117,-156
118,-57
119,-52
120,-47
121,-100
122,-70
123,-104
124,-87
125,-191
126,-82
127,-54
128,-121
129,-55
130,-118
131,-66
132,-23
133,-57
134,-156
135,-221
136,-46
137,-100
138,-52
139,-42
140,-70
141,-101
142,-105
143,-37
144,-27
145,-25
146,-70
147,-144
148,-86
149,-49
150,-38
151,-106
152,-39
153,-100
154,-102
155,-64
156,-115
157,-42
158,-23
159,-82
160,-74
161,-62
162,-98
163,-31
164,-63
165,-51
166,-109
167,-101
168,-102
169,-134
170,-74
171,-120
172,-58
173,-62
174,-60
175,-73
176,-58
177,-100
178,-54
179,-68
180,-59
181,-27
182,-103
183,-72
184,-34
185,-132
186,-38
187,-133
188,-121
189,-77
190,-63
191,-63
192,-25
193,-100
194,-83
195,-26
196,-34
197,-103
198,-116
199,-52
200,-64
201,-54
202,-41
203,-121
204,-36
205,-100
206,-50
207,-74
208,-132
209,-54
210,-93
211,-82
212,-50
213,-36
214,-37
215,-51
216,-45
217,-24
218,-107
219,-34
220,-184
221,-55
222,-59
223,-38
224,-36
225,-118
226,-76
227,-110
228,-26
229,-37
230,-59
231,-93
232,-26
233,-59
234,-31
235,-32
236,-32
237,-53
238,-46
239,-118
240,-21
241,-37
242,-52
243,-37
244,-31
245,-24
246,-31
247,-28
248,-151
249,-21
250,-26
251,-53
252,-100
253,-45
254,-34
255,-34
256,-21
257,-104
258,-26
259,-40
260,-70
261,-30
262,-100
263,-28
264,-29
265,-43
266,-31
267,-141
268,-25
269,-43
270,-43
271,-30
272,-39
273,-44
274,-28
275,-100
276,-100
277,-50
278,-38
279,-35
280,-48
281,-60
282,-43
283,-35
284,-41
285,-50
286,-36
287,-23
288,-110
289,-53
290,-122
291,-43
292,-35
293,-25
294,-32
295,-33
296,-100
297,-19
298,-26
299,-20
300,-34
301,-101
302,-34
303,-100
304,-52
305,-102
306,-20
307,-101
308,-105
309,-122
310,-58
311,-30
312,-47
313,-33
314,-37
315,-39
316,-114
317,-23
318,-42
319,-48
320,-40
321,-28
322,-35
323,-116
324,-103
325,-18
326,-37
327,-37
328,-33
329,-100
330,-28
331,-100
332,-103
333,-50
334,-22
335,-25
336,-31
337,-100
338,-26
339,-106
340,-37
341,-35
342,-15
343,-28
344,-48
345,-31
346,-21
347,-26
348,-60
349,-26
350,-25
351,-56
352,-31
353,-51
354,-23
355,-109
356,-111
357,-38
358,-34
359,-49
360,-48
361,-43
362,-41
363,-37
364,-43
365,-44
366,-31
367,-103
368,-15
369,-41
370,-35
371,-38
372,-108
373,-32
374,-33
375,-27
376,-30
377,-22
378,-24
379,-31
380,-35
381,-18
382,-27
383,-51
384,-33
385,-26
386,-19
387,-29
388,-30
389,-21
390,-27
391,-24
392,-26
393,-18
394,-27
395,-27
396,-116
397,-109
398,-18
399,-34
400,-20
401,-29
402,-32
403,-35
404,-24
405,-25
406,-34
407,-31
408,-20
409,-125
410,-47
411,-26
412,-17
413,-26
414,-20
415,-22
416,-18
417,-26
418,-21
419,-20
420,-25
421,-23
422,-31
423,-25
424,-26
425,-17
426,-25
427,-25
428,-28
429,-19
430,-21
431,-106
432,-35
433,-40
434,-22
435,-100
436,-21
437,-17
438,-19
439,-26
440,-23
441,-27
442,-21
443,-28
444,-18
445,-26
446,-19
447,-31
448,-29
449,-55
450,-38
451,-15
452,-24
453,-25
454,-27
455,-100
456,-36
457,-52
458,-109
459,-100
460,-23
461,-24
462,-33
463,-21
464,-18
465,-20
466,-21
467,-20
468,-22
469,-21
470,-22
471,-105
472,-21
473,-23
474,-25
475,-15
476,-16
477,-20
478,-31
479,-29
480,-22
481,-19
482,-18
483,-22
484,-18
485,-23
486,-15
487,-22
488,-100
489,-17
490,-32
491,-23
492,-100
493,-100
494,-22
495,-42
496,-19
497,-24
498,-16
499,-33
500,-41
501,-28
502,-24
503,-29
504,-25
505,-28
506,-24
507,-44
508,-102
509,-30
510,-30
511,-103
512,-26
513,-30
514,-32
515,-22
516,-21
517,-25
518,-114
519,-24
520,-24
521,-38
522,-119
523,-35
524,-43
525,-29
526,-27
527,-23
528,-35
529,-33
530,-24
531,-36
532,-27
533,-34
534,-33
535,-19
536,-34
537,-28
538,-100
539,-24
540,-38
541,-28
542,-17
543,-28
544,-21
545,-113
546,-36
547,-37
548,-29
549,-21
550,-101
551,-21
552,-105
553,-20
554,-30
555,-25
556,-46
557,-33
558,-17
559,-33
560,-41
561,-19
562,-47
563,-32
564,-18
565,-33
566,-26
567,-26
568,-34
569,-33
570,-34
571,-21
572,-27
573,-39
574,-18
575,-45
576,-26
577,-25
578,-15
579,-22
580,-100
581,-26
582,-25
583,-27
584,-21
585,-26
586,-26
587,-36
588,-25
589,-39
590,-19
591,-22
592,-50
593,-39
594,-20
595,-23
596,-27
597,-23
598,-114
599,-22
600,-25
601,-25
602,-27
603,-123
604,-45
605,-22
606,-100
607,-20
608,-32
609,-28
610,-27
611,-19
612,-22
613,-47
614,-34
615,-19
616,-24
617,-26
618,-27
619,-101
620,-16
621,-16
622,-18
623,-22
624,-19
625,-122
626,-16
627,-18
628,-18
629,-20
630,-22
631,-100
632,-23
633,-33
634,-23
635,-19
636,-100
637,-17
638,-21
639,-20
640,-15
641,-100
642,-24
643,-42
644,-41
645,-41
646,-22
647,-26
648,-18
649,-31
650,-30
651,-103
652,-25
653,-21
654,-24
655,-23
656,-26
657,-25
658,-23
659,-28
660,-27
661,-19
662,-24
663,-36
664,-40
665,-25
666,-33
667,-25
668,-25
669,-23
670,-33
671,-26
672,-41
673,-104
674,-24
675,-19
676,-29
677,-17
678,-31
679,-24
680,-15
681,-100
682,-18
683,-20
684,-16
685,-31
686,-20
687,-21
688,-19
689,-22
690,-17
691,-15
692,-19
693,-22
694,-21
695,-21
696,-16
697,-22
698,-100
699,-23
700,-24
701,-33
702,-100
703,-16
704,-20
705,-19
706,-18
707,-17
708,-23
709,-25
710,-100
711,-18
712,-24
713,-26
714,-17
715,-26
716,-24
717,-19
718,-21
719,-29
720,-19
721,-28
722,-24
723,-19
724,-21
725,-100
726,-18
727,-21
728,-23
729,-100
730,-27
731,-24
732,-29
733,-39
734,-37
735,-18
736,-20
737,-29
738,-24
739,-19
740,-100
741,-29
742,-32
743,-38
744,-124
745,-19
746,-33
747,-28
748,-21
749,-30
750,-28
751,-34
752,-100
753,-24
754,-40
755,-102
756,-22
757,-33
758,-21
759,-22
760,-28
761,-104
762,-32
763,-102
764,-23
765,-32
766,-23
767,-15
768,-118
769,-26
770,-29
771,-28
772,-100
773,-24
774,-22
775,-34
776,-26
777,-21
778,-18
779,-20
780,-30
781,-100
782,-100
783,-29
784,-32
785,-27
786,-101
787,-18
788,-25
789,-102
790,-30
791,-31
792,-22
793,-59
794,-36
795,-36
796,-27
797,-25
798,-31
799,-33
800,-28
801,-18
802,-19
803,-35
804,-35
805,-116
806,-28
807,-34
808,-45
809,-26
810,-40
811,-37
812,-16
813,-24
814,-25
815,-51
816,-24
817,-23
818,-35
819,-21
820,-28
821,-113
822,-22
823,-23
824,-31
825,-32
826,-104
827,-43
828,-22
829,-18
830,-24
831,-33
832,-29
833,-26
834,-39
835,-61
836,-24
